Flow ID,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Total,Packet Count,Current Packet Length,Flow IAT Min,Flow IAT Max,Flow IAT Mean,Flow Duration,Label
52.114.159.142 10.0.2.16 443 59109 6,40,1480,590.125,4721,8,236,0.0,9808000000.0,1916571428.5714283,13416000000.0,Teams
10.0.2.16 52.114.159.142 59109 443 6,40,167,71.75,574,8,40,0.0,9754161000.0,1916571428.5714283,13416000000.0,Teams
52.113.194.132 10.0.2.16 443 55944 6,40,1480,576.125,4609,8,219,0.0,12920000000.0,1881142857.142857,13168000000.0,Teams
10.0.2.16 52.113.194.132 55944 443 6,40,1500,404.625,3237,8,40,0.0,12921494000.0,1881142857.1428568,13167999999.999998,Teams
51.104.15.253 10.0.2.16 443 55368 6,40,1480,821.625,6573,8,40,0.0,112000000.0,16571428.571428576,116000000.0,Teams
10.0.2.16 51.104.15.253 55368 443 6,40,1500,242.25,1938,8,1500,0.0,111958000.0,17035142.857142854,119246000.0,Teams
10.0.2.16 51.104.15.253 60593 443 6,40,968,348.5,2788,8,40,-3399000.0,46133617000.0,8122943285.714285,56860603000.0,Teams
51.104.15.253 10.0.2.16 443 60593 6,40,551,162.875,1303,8,40,0.0,46132001000.0,8123428857.142858,56864002000.00001,Teams
52.113.206.195 10.0.2.16 443 48694 6,40,1480,766.375,6131,8,40,0.0,100000000.0,16571428.571428576,116000000.0,Teams
10.0.2.16 52.113.206.195 48694 443 6,40,198,77.125,617,8,82,-4198000.0,102321000.0,16571428.57142857,116000000.0,Teams
52.113.206.195 10.0.2.16 443 48678 6,40,1480,813.0,6504,8,40,0.0,104000000.0,18857142.85714286,132000000.0,Teams
10.0.2.16 52.113.206.195 48678 443 6,40,198,66.375,531,8,93,0.0,104000000.0,18857142.85714286,132000000.0,Teams
52.112.95.91 10.0.2.16 443 43838 6,40,673,205.75,1646,8,40,8000000.0,59392002000.0,8926286000.0,62484002000.0,Teams
10.0.2.16 52.112.95.91 43838 443 6,40,606,164.375,1315,8,40,11473000.0,59323080000.0,8926286000.0,62484002000.0,Teams
52.114.159.99 10.0.2.16 443 57146 6,40,160,59.75,478,8,78,0.0,88000000.0,13714285.714285716,96000000.0,Teams
10.0.2.16 52.114.159.99 57146 443 6,40,1500,408.125,3265,8,40,0.0,88000000.0,13714285.714285716,96000000.0,Teams
52.113.206.195 10.0.2.16 443 48682 6,40,1480,243.375,1947,8,1480,0.0,104000000.0,26285714.285714284,184000000.0,Teams
10.0.2.16 52.113.206.195 48682 443 6,40,1360,227.125,1817,8,40,-408000.0,102858000.0,26285714.285714284,184000000.0,Teams
10.0.2.16 52.114.159.142 38089 443 6,40,302,88.625,709,8,40,0.0,12722845000.0,3855428714.2857146,26988001000.0,Teams
10.0.2.16 20.42.65.90 55482 443 6,40,1500,892.25,7138,8,40,-1187000.0,52000000.0,15887571.428571427,111213000.0,Teams
20.42.65.90 10.0.2.16 443 55482 6,40,495,153.5,1228,8,493,0.0,52000000.0,15999999.999999996,112000000.0,Teams
52.114.159.142 10.0.2.16 443 38089 6,40,1480,667.125,5337,8,511,0.0,12724000000.0,2446857142.857143,17128000000.0,Teams
52.113.194.132 10.0.2.16 443 37522 6,1480,1480,1480.0,11840,8,1480,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.113.194.132 37522 443 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
20.189.173.7 10.0.2.16 443 56641 6,40,551,176.375,1411,8,40,0.0,10660000000.0,1537142857.142857,10760000000.0,Teams
10.0.2.16 20.189.173.7 56641 443 6,40,967,348.25,2786,8,40,-2516000.0,10654516000.0,1557142857.1428568,10899999999.999998,Teams
10.0.2.16 20.189.173.7 39184 443 6,577,1500,1384.625,11077,8,1500,-1973000.0,192000.0,-251571.428571429,-1761000.0,Teams
20.189.173.7 10.0.2.16 443 39184 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.114.159.142 43583 443 6,40,302,121.125,969,8,302,0.0,16940000000.000002,3438528000.0000005,24069696000.0,Teams
52.114.159.142 10.0.2.16 443 43583 6,40,1480,520.75,4166,8,40,0.0,16940000000.000002,3438857142.857142,24072000000.0,Teams
10.0.2.16 52.114.133.157 40040 443 6,40,528,225.125,1801,8,40,1531000.0,10932635000.0,1616571428.5714288,11316000000.0,Teams
52.114.133.157 10.0.2.16 443 40040 6,40,856,297.875,2383,8,474,4000000.0,10932000000.0,1616000000.0,11312000000.0,Teams
10.0.2.16 52.114.159.226 38584 443 6,40,528,234.125,1873,8,381,0.0,13556000000.0,1989334857.142857,13925344000.0,Teams
52.114.159.226 10.0.2.16 443 38584 6,40,1480,607.5,4860,8,40,0.0,13564000000.0,1990285714.2857144,13932000000.0,Teams
52.168.112.66 10.0.2.16 443 59690 6,40,537,165.75,1326,8,40,0.0,2020000000.0,303428571.42857146,2124000000.0,Teams
10.0.2.16 52.168.112.66 59690 443 6,40,1500,851.875,6815,8,1469,13000.0,1975720000.0,303490142.85714287,2124431000.0,Teams
10.0.2.16 52.114.159.142 33699 443 6,40,301,121.125,969,8,301,0.0,17040000000.0,3432749714.2857137,24029248000.0,Teams
52.114.159.142 10.0.2.16 443 33699 6,40,1480,521.5,4172,8,40,0.0,17040000000.0,3432571571.4285707,24028001000.0,Teams
20.189.173.10 10.0.2.16 443 39428 6,40,1480,826.375,6611,8,40,0.0,100000000.0,14857142.857142858,104000000.0,Teams
10.0.2.16 20.189.173.10 39428 443 6,40,1500,242.25,1938,8,1500,0.0,96486000.0,15104285.714285716,105730000.0,Teams
20.189.173.10 10.0.2.16 443 50948 6,40,495,160.125,1281,8,495,0.0,108000000.0,32000000.0,224000000.0,Teams
10.0.2.16 20.189.173.10 50948 443 6,40,1500,865.375,6923,8,40,-1418000.0,156067000.0,38857142.85714286,272000000.0,Teams
52.113.206.193 10.0.2.16 443 55572 6,40,1480,813.0,6504,8,40,0.0,104000000.0,20571428.57142857,144000000.00000003,Teams
10.0.2.16 52.113.206.193 55572 443 6,40,198,66.375,531,8,93,0.0,103219000.0,21139714.285714287,147978000.0,Teams
10.0.2.16 52.114.159.99 53424 443 6,40,1500,427.875,3423,8,1348,0.0,104000000.0,19095714.285714287,133670000.0,Teams
52.114.159.99 10.0.2.16 443 53424 6,40,160,55.0,440,8,40,0.0,104000000.0,18857142.85714286,132000000.0,Teams
10.0.2.16 52.113.206.193 55542 443 6,40,1500,303.25,2426,8,40,-1770000.0,102793000.0,29541857.142857146,206793000.0,Teams
52.113.206.193 10.0.2.16 443 55542 6,40,138,63.375,507,8,78,0.0,104000000.0,29714285.714285716,208000000.0,Teams
52.112.115.22 10.0.2.16 443 50822 6,40,228,83.25,666,8,228,0.0,184000000.0,42857142.85714286,300000000.0,Teams
10.0.2.16 52.112.115.22 50822 443 6,40,1500,329.625,2637,8,40,45000.0,184000000.0,42857142.85714286,300000000.0,Teams
52.113.206.193 10.0.2.16 443 55546 6,40,1162,244.625,1957,8,1162,0.0,96000000.0,26857142.85714286,188000000.0,Teams
10.0.2.16 52.113.206.193 55546 443 6,40,1359,227.0,1816,8,40,-2418000.0,62342762000.0,8932966000.0,62530762000.0,Teams
10.0.2.16 52.114.159.142 55043 443 6,40,301,88.5,708,8,40,0.0,12932896000.0,3852571571.428572,26968001000.0,Teams
10.0.2.16 20.189.173.10 48740 443 6,652,1500,1394.0,11152,8,1500,-3472000.0,306000.0,-426000.0,-2982000.0,Teams
20.189.173.10 10.0.2.16 443 48740 6,40,40,40.0,320,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
52.114.159.142 10.0.2.16 443 55043 6,40,1480,668.125,5345,8,511,0.0,12932001000.0,2441714428.571429,17092001000.0,Teams
10.0.2.16 20.42.73.27 50420 443 6,40,1500,1125.5,9004,8,40,-153000.0,112000000.0,16040714.285714287,112285000.0,Teams
20.42.73.27 10.0.2.16 443 50420 6,40,495,96.875,775,8,495,0.0,112000000.0,16000000.0,112000000.0,Teams
52.113.206.192 10.0.2.16 443 44462 6,40,779,155.75,1246,8,40,0.0,208000000.0,51428571.42857143,360000000.0,Teams
10.0.2.16 52.113.206.192 44462 443 6,40,1323,283.5,2268,8,40,-2667000.0,228000000.0,78285714.2857143,548000000.0,Teams
20.189.173.1 10.0.2.16 443 49834 6,40,539,159.25,1274,8,40,0.0,108000000.0,38857142.85714286,272000000.0,Teams
10.0.2.16 20.189.173.1 49834 443 6,40,1500,779.0,6232,8,40,85000.0,141630000.0,44000000.00000001,308000000.00000006,Teams
10.0.2.16 20.189.173.1 49848 443 6,40,1500,1038.875,8311,8,256,-2313000.0,120000000.0,17365142.85714286,121556000.0,Teams
20.189.173.1 10.0.2.16 443 49848 6,40,495,96.875,775,8,40,0.0,116000000.0,17142857.142857146,120000000.0,Teams
52.114.159.225 10.0.2.16 443 45918 6,40,1229,391.875,3135,8,40,8000000.0,13396000000.0,3494857285.7142863,24464001000.000004,Teams
10.0.2.16 52.114.159.225 45918 443 6,40,528,224.875,1799,8,454,9034000.0,13399321000.0,3495382857.1428576,24467680000.0,Teams
40.70.161.102 10.0.2.16 443 49854 6,40,1480,745.75,5966,8,357,0.0,144000000.0,38857142.85714286,272000000.0,Teams
10.0.2.16 40.70.161.102 49854 443 6,40,922,166.0,1328,8,40,0.0,142398000.0,38857142.85714286,272000000.0,Teams
20.52.64.200 10.0.2.16 443 55778 6,40,525,157.5,1260,8,525,0.0,6516000000.0,954285714.2857144,6680000000.0,Teams
10.0.2.16 20.52.64.200 55778 443 6,40,1500,977.125,7817,8,40,-1424000.0,6517133000.0,954285714.2857144,6680000000.0,Teams
20.52.64.200 10.0.2.16 443 45034 6,40,1480,826.25,6610,8,40,0.0,128000000.0,18857285.71428572,132001000.0,Teams
10.0.2.16 20.52.64.200 45034 443 6,40,577,126.875,1015,8,577,0.0,126858000.0,18857285.71428572,132001000.0,Teams
52.113.194.132 10.0.2.16 443 40650 6,1480,1480,1480.0,11840,8,1480,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.113.194.132 40650 443 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
52.114.159.142 10.0.2.16 443 43951 6,40,1480,694.125,5553,8,902,0.0,96000000.0,28000000.0,196000000.0,Teams
10.0.2.16 52.114.159.142 43951 443 6,40,1477,239.375,1915,8,40,0.0,96000000.0,28000000.0,196000000.0,Teams
52.113.194.132 10.0.2.16 443 40656 6,40,210,103.5,828,8,209,0.0,156000000.0,46285714.2857143,324000000.00000006,Teams
10.0.2.16 52.113.194.132 40656 443 6,40,1500,845.75,6766,8,40,19000.0,155156000.0,46285714.28571428,324000000.0,Teams
52.114.159.225 10.0.2.16 443 43476 6,40,1480,640.375,5123,8,856,0.0,13628001000.0,1985143000.0,13896000999.999998,Teams
10.0.2.16 52.114.159.225 43476 443 6,40,526,173.0,1384,8,40,0.0,13628001000.0,1985143000.0,13896001000.0,Teams
20.50.80.209 10.0.2.16 443 38056 6,40,537,215.625,1725,8,537,0.0,2168000000.0,633142857.1428571,4431999999.999999,Teams
10.0.2.16 20.50.80.209 38056 443 6,40,1500,825.75,6606,8,40,0.0,2164000000.0,626857142.8571429,4388000000.0,Teams
20.50.80.209 10.0.2.16 443 36001 6,40,566,112.125,897,8,40,0.0,124000000.0,17714285.714285713,124000000.0,Teams
10.0.2.16 20.50.80.209 36001 443 6,40,1500,640.25,5122,8,686,-1495000.0,124000000.0,17714285.714285713,124000000.0,Teams
20.50.80.209 10.0.2.16 443 38102 6,40,91,46.375,371,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
10.0.2.16 20.50.80.209 38102 443 6,40,1500,1202.0,9616,8,1500,-321000.0,4151000.0,571428.571428571,4000000.0,Teams
10.0.2.16 20.189.173.14 36338 443 6,40,1500,1147.0,9176,8,40,-3581000.0,136000000.0,19528285.71428572,136698000.0,Teams
20.189.173.14 10.0.2.16 443 36338 6,40,495,96.875,775,8,495,0.0,136000000.0,20000000.0,140000000.0,Teams
52.114.159.142 10.0.2.16 443 35521 6,40,1480,694.125,5553,8,40,0.0,96000000.0,31428571.42857143,220000000.00000003,Teams
10.0.2.16 52.114.159.142 35521 443 6,40,1477,255.25,2042,8,167,0.0,95755000.0,31761714.285714287,222332000.00000003,Teams
52.113.194.132 10.0.2.16 443 56416 6,40,211,125.125,1001,8,40,0.0,63692002000.0,9125714571.42857,63880002000.0,Teams
10.0.2.16 52.113.194.132 56416 443 6,40,772,223.0,1784,8,40,0.0,63693122000.0,9125714571.42857,63880002000.0,Teams
20.189.173.14 10.0.2.16 443 39936 6,40,539,215.875,1727,8,40,0.0,3352001000.0,510285857.14285713,3572001000.0,Teams
10.0.2.16 20.189.173.14 39936 443 6,40,1500,953.5,7628,8,239,42000.0,3310324000.0,510441000.0,3573086999.9999995,Teams
20.189.173.14 10.0.2.16 443 41123 6,40,566,230.5,1844,8,512,0.0,10584000000.0,1539999999.9999998,10780000000.0,Teams
10.0.2.16 20.189.173.14 41123 443 6,40,968,348.5,2788,8,40,-2181000.0,10538181000.0,1539999999.9999998,10780000000.0,Teams
10.0.2.16 52.114.133.158 36078 443 6,40,528,281.125,2249,8,490,16027000.0,10704000000.0,2134696714.2857144,14942877000.000002,Teams
52.114.133.158 10.0.2.16 443 36078 6,40,837,295.125,2361,8,473,12000000.0,10704000000.0,1598285714.2857144,11188000000.0,Teams
52.113.206.194 10.0.2.16 443 39814 6,40,1480,813.0,6504,8,40,0.0,104000000.0,16571428.57142857,116000000.0,Teams
10.0.2.16 52.113.206.194 39814 443 6,40,198,66.375,531,8,93,0.0,101480000.0,16568000.0,115976000.0,Teams
52.113.206.194 10.0.2.16 443 39798 6,40,1107,196.75,1574,8,1107,0.0,100000000.0,25142857.142857146,176000000.00000003,Teams
10.0.2.16 52.113.206.194 39798 443 6,40,1500,288.125,2305,8,40,-1484000.0,109919000.0,31999999.999999996,224000000.0,Teams
52.113.206.194 10.0.2.16 443 39804 6,40,1480,244.75,1958,8,51,0.0,100000000.0,26285714.28571429,184000000.00000003,Teams
10.0.2.16 52.113.206.194 39804 443 6,40,1360,227.125,1817,8,40,-1794000.0,62021910000.0,8886558571.428572,62205909999.99999,Teams
10.0.2.16 52.168.112.66 39454 443 6,40,1500,699.125,5593,8,40,72000.0,1595613000.0,246421857.14285716,1724953000.0,Teams
52.168.112.66 10.0.2.16 443 39454 6,40,537,215.375,1723,8,537,0.0,1592000000.0,246857142.8571429,1728000000.0000002,Teams
52.113.194.132 10.0.2.16 443 48150 6,1480,1480,1480.0,11840,8,1480,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.113.194.132 48150 443 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
52.113.194.132 10.0.2.16 443 56297 6,40,1480,619.125,4953,8,40,0.0,61944002000.0,8862857428.571426,62040001999.99999,Teams
10.0.2.16 52.113.194.132 56297 443 6,40,893,166.375,1331,8,40,0.0,61947891000.0,8863413000.0,62043890999.99999,Teams
52.114.159.142 10.0.2.16 443 36543 6,40,1480,694.125,5553,8,902,0.0,92000000.0,36000000.0,252000000.0,Teams
10.0.2.16 52.114.159.142 36543 443 6,40,1477,239.375,1915,8,40,0.0,91456000.0,36000000.0,252000000.0,Teams
52.113.194.132 10.0.2.16 443 48152 6,40,296,157.375,1259,8,211,8000000.0,92000000.0,43428571.42857143,304000000.0,Teams
10.0.2.16 13.69.239.72 43318 443 6,652,1500,1394.0,11152,8,1500,-2782000.0,150000.0,-374714.285714286,-2623000.0,Teams
13.69.239.72 10.0.2.16 443 43318 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.114.133.223 49046 443 6,40,528,225.0,1800,8,40,16523000.0,10758243000.0,1598058285.714286,11186408000.0,Teams
52.114.133.223 10.0.2.16 443 49046 6,40,838,295.625,2365,8,474,16000000.0,10756001000.0,1598285857.142857,11188001000.0,Teams
10.0.2.16 20.189.173.12 49976 443 6,576,1500,1228.625,9829,8,789,-1457000.0,349000.0,-138142.857142857,-967000.0,Teams
20.189.173.12 10.0.2.16 443 49976 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
10.0.2.16 20.189.173.12 40812 443 6,576,1500,1215.25,9722,8,682,-1989000.0,4000000.0,325857.142857143,2281000.0,Teams
20.189.173.12 10.0.2.16 443 40812 6,40,40,40.0,320,8,40,0.0,4000000.0,571428.571428571,4000000.0,Teams
52.114.159.60 10.0.2.16 443 48078 6,40,138,63.375,507,8,78,0.0,48000000.0,13714285.714285716,96000000.0,Teams
10.0.2.16 52.114.159.60 48078 443 6,40,1140,239.5,1916,8,40,0.0,47088000.0,13714285.714285716,96000000.0,Teams
52.114.159.60 10.0.2.16 443 48114 6,40,1480,243.375,1947,8,1480,0.0,108000000.0,29142857.142857146,204000000.0,Teams
10.0.2.16 52.114.159.60 48114 443 6,40,1359,227.0,1816,8,40,-3174000.0,104044000.0,29142857.142857146,204000000.0,Teams
10.0.2.16 20.189.173.12 56344 443 6,577,1500,1317.5,10540,8,1500,-2692000.0,133000.0,-364142.857142857,-2549000.0,Teams
20.189.173.12 10.0.2.16 443 56344 6,40,40,40.0,320,8,40,0.0,0.0,0.0,0.0,Teams
10.0.2.16 52.114.159.142 45485 443 6,40,302,121.25,970,8,302,0.0,16828001000.0,3410550857.1428576,23873856000.0,Teams
52.114.159.142 10.0.2.16 443 45485 6,40,1480,520.375,4163,8,40,0.0,16828001000.0,3410857285.7142854,23876001000.0,Teams
52.112.115.131 10.0.2.16 443 42386 6,40,670,210.125,1681,8,670,32000000.0,1792000000.0,377142857.14285713,2639999999.9999995,Teams
10.0.2.16 52.112.115.131 42386 443 6,40,604,163.875,1311,8,40,28000000.0,1743124000.0,377142857.1428572,2640000000.0,Teams
10.0.2.16 52.113.206.195 55170 443 6,40,528,234.125,1873,8,381,2989000.0,13663314000.0,2019354714.285714,14135482999.999998,Teams
52.113.206.195 10.0.2.16 443 55170 6,40,1480,594.875,4759,8,40,0.0,13668000000.0,1993142857.1428568,13951999999.999998,Teams
20.189.173.3 10.0.2.16 443 56990 6,40,537,102.125,817,8,40,0.0,4612000000.0,658857142.8571429,4612000000.0,Teams
10.0.2.16 20.189.173.3 56990 443 6,40,1500,1202.125,9617,8,1500,-1724000.0,4613566000.0,658857142.8571427,4611999999.999999,Teams
10.0.2.16 52.114.159.142 41185 443 6,40,301,95.5,764,8,40,0.0,55011916000.0,8483697285.714286,59385881000.0,Teams
52.114.159.142 10.0.2.16 443 41185 6,40,1480,434.125,3473,8,85,0.0,55012002000.0,8484000285.714286,59388002000.0,Teams
10.0.2.16 149.154.175.53 45992 443 6,40,780,165.625,1325,8,40,173000.0,183407000.0,38394714.28571428,268763000.0,Telegram
149.154.175.53 10.0.2.16 443 45992 6,40,1480,1120.0,8960,8,1480,47000.0,183310000.0,30062000.0,210434000.0,Telegram
10.0.2.16 149.154.167.151 38796 443 6,40,478,229.0,1832,8,337,5537000.0,683436000.0,143158714.28571427,1002111000.0,Telegram
149.154.167.151 10.0.2.16 443 38796 6,40,696,163.375,1307,8,129,5834000.0,682841000.0,142098000.0,994686000.0,Telegram
149.154.175.53 10.0.2.16 443 45996 6,1480,1480,1480.0,11840,8,1480,48000.0,729000.0,276714.285714286,1937000.0,Telegram
10.0.2.16 149.154.175.53 45996 443 6,40,40,40.0,320,8,40,287000.0,954000.0,520285.714285714,3642000.0,Telegram
10.0.2.16 149.154.175.53 46004 443 6,40,602,110.25,882,8,40,141000.0,65401000.0,9739857.142857144,68179000.0,Telegram
149.154.175.53 10.0.2.16 443 46004 6,40,1480,1200.0,9600,8,1480,89000.0,64560999.99999999,9601571.42857143,67211000.0,Telegram
10.0.2.16 149.154.167.151 38774 443 6,40,1500,318.5,2548,8,40,41000.0,104016000.0,21506000.0,150541999.99999997,Telegram
10.0.2.16 149.154.167.151 38786 443 6,40,884,145.5,1164,8,40,148000.0,103663000.0,21146428.57142857,148025000.00000003,Telegram
149.154.167.151 10.0.2.16 443 38774 6,40,1480,756.125,6049,8,1480,180000.0,103419000.0,21396571.42857143,149776000.0,Telegram
149.154.167.151 10.0.2.16 443 38786 6,40,1480,1141.125,9129,8,1480,143000.0,103057000.0,21052571.42857143,147368000.00000003,Telegram
10.0.2.16 149.154.175.53 38250 443 6,40,883,243.875,1951,8,273,264000.0,35627000.0,14440714.285714284,101085000.0,Telegram
149.154.175.53 10.0.2.16 443 38250 6,40,1480,562.125,4497,8,116,60000.0,36316000.0,14101285.714285716,98709000.0,Telegram
149.154.175.53 10.0.2.16 443 49044 6,40,113,76.5,612,8,40,1466000.0,50562548000.0,11948338571.42857,83638370000.0,Telegram
10.0.2.16 149.154.175.53 49044 443 6,40,353,181.625,1453,8,353,829000.0,50563349000.0,15237270857.14286,106660896000.00002,Telegram
149.154.167.151 10.0.2.16 443 34946 6,1480,1480,1480.0,11840,8,1480,41000.0,703000.0,208428.571428571,1459000.0,Telegram
10.0.2.16 149.154.167.151 34946 443 6,40,40,40.0,320,8,40,151000.0,725000.0,322714.285714286,2259000.0,Telegram
10.0.2.16 149.154.175.53 33446 5222 6,40,941,287.125,2297,8,941,190000.0,750720000.0,120503714.28571428,843526000.0,Telegram
149.154.175.53 10.0.2.16 5222 33446 6,40,1480,551.0,4408,8,40,48000.0,49580000.0,13278000.0,92946000.0,Telegram
10.0.2.16 149.154.175.53 42478 5222 6,40,369,212.75,1702,8,337,846000.0,5047413000.0,1243419999.9999998,8703939999.999998,Telegram
149.154.175.53 10.0.2.16 5222 42478 6,40,145,75.375,603,8,40,2148000.0,5048151000.0,1242513714.285714,8697595999.999998,Telegram
10.0.2.16 149.154.167.151 59594 443 6,40,337,77.125,617,8,40,74000.0,168011000.0,24182428.57142857,169277000.0,Telegram
149.154.167.151 10.0.2.16 443 59594 6,40,1480,1300.0,10400,8,1480,19000.0,167688000.0,24127142.85714286,168890000.0,Telegram
149.154.175.53 10.0.2.16 5222 33460 6,40,113,76.5,612,8,40,1148000.0,16972895000.000002,4645184285.714287,32516290000.000004,Telegram
10.0.2.16 149.154.175.53 33460 5222 6,40,353,171.625,1373,8,209,640000.0,16973400000.000002,6210339571.428571,43472376999.99999,Telegram
149.154.175.53 10.0.2.16 5222 36182 6,40,1480,390.625,3125,8,1172,652000.0,257691000.0,47230571.42857143,330614000.0,Telegram
10.0.2.16 149.154.175.53 36182 5222 6,40,522,232.75,1862,8,40,453000.0,257634000.0,47228428.57142856,330598999.99999994,Telegram
149.154.175.53 10.0.2.16 5222 49578 6,40,113,76.5,612,8,40,1295000.0,58233788000.0,14530258285.714289,101711808000.0,Telegram
10.0.2.16 149.154.175.53 49578 5222 6,40,337,150.5,1204,8,40,841000.0,58234334000.0,17284813428.57143,120993693999.99998,Telegram
149.154.175.53 10.0.2.16 5222 46880 6,40,1480,577.25,4618,8,116,783000.0,94354000.0,24371857.14285714,170603000.0,Telegram
10.0.2.16 149.154.175.53 46880 5222 6,40,362,171.625,1373,8,273,1016000.0,94490000.0,24783857.142857134,173486999.99999997,Telegram
149.154.167.151 10.0.2.16 443 46106 6,1480,1480,1480.0,11840,8,1480,28000.0,934000.0,237714.285714286,1664000.0,Telegram
10.0.2.16 149.154.167.151 46106 443 6,40,40,40.0,320,8,40,61000.0,443000.0,241857.142857143,1693000.0,Telegram
10.0.2.16 149.154.175.53 36014 5222 6,40,586,224.75,1798,8,369,488000.0,6080870000.0,1340550285.714286,9383852000.000002,Telegram
149.154.175.53 10.0.2.16 5222 36014 6,40,209,83.375,667,8,40,941000.0,6081168000.0,1340541428.5714283,9383790000.0,Telegram
149.154.175.53 10.0.2.16 5222 36004 6,40,113,76.5,612,8,40,1607000.0,49033837000.0,11618661714.285711,81330632000.0,Telegram
149.154.175.53 10.0.2.15 443 45362 6,40,225,95.375,763,8,40,797000.0,2698313000.0,406699571.42857146,2846897000.0,Telegram
10.0.2.15 149.154.175.53 45362 443 6,40,426,224.75,1798,8,40,477000.0,2709806000.0,430965000.0,3016755000.0,Telegram
10.0.2.16 149.154.167.151 50196 443 6,40,449,91.125,729,8,40,151000.0,116363000.0,17035714.285714287,119250000.0,Telegram
149.154.167.151 10.0.2.16 443 50196 6,40,1480,1200.0,9600,8,1480,150000.0,115986000.0,16980285.714285716,118862000.0,Telegram
149.154.175.53 10.0.2.16 443 49990 6,40,1480,591.25,4730,8,40,165000.0,783715000.0,115427571.42857143,807993000.0000001,Telegram
10.0.2.16 149.154.175.53 49990 443 6,40,1037,257.125,2057,8,1037,169000.0,785005000.0,116624857.14285712,816373999.9999999,Telegram
10.0.2.16 149.154.167.151 40748 443 6,40,465,93.125,745,8,40,15000.0,148725000.0,21401714.28571428,149811999.99999997,Telegram
149.154.167.151 10.0.2.16 443 40748 6,40,1480,1300.0,10400,8,1480,34000.0,148248000.0,21330000.000000004,149310000.00000003,Telegram
10.0.2.16 149.154.175.53 54548 443 6,40,458,208.75,1670,8,40,156000.0,71920000.0,13737714.285714284,96164000.0,Telegram
149.154.175.53 10.0.2.16 443 54548 6,40,1480,424.625,3397,8,1480,129000.0,71562000.0,13663714.285714287,95646000.0,Telegram
10.0.2.16 149.154.167.151 35930 443 6,40,305,73.125,585,8,40,108000.0,167278000.0,24419714.285714287,170938000.0,Telegram
149.154.167.151 10.0.2.16 443 35930 6,40,1480,1300.0,10400,8,1480,16000.0,166624000.0,24329857.14285713,170308999.99999997,Telegram
149.154.175.53 10.0.2.16 443 54556 6,40,113,76.5,612,8,40,1121000.0,31117860000.0,9176763142.85714,64237342000.0,Telegram
10.0.2.16 149.154.175.53 54556 443 6,40,321,144.5,1156,8,40,716000.0,31127555000.0,12755415714.285715,89287910000.00002,Telegram
149.154.175.53 10.0.2.16 443 58882 6,40,282,81.375,651,8,40,3420000.0,8173076999.999999,1342624000.0,9398368000.0,Telegram
10.0.2.16 149.154.167.151 43010 443 6,40,337,77.125,617,8,40,370000.0,228489000.0,35873142.85714286,251112000.0,Telegram
149.154.167.151 10.0.2.16 443 43010 6,40,1480,1300.0,10400,8,1480,33000.0,227737000.0,33287428.57142857,233012000.0,Telegram
149.154.175.53 10.0.2.16 443 58894 6,40,113,76.5,612,8,40,1346000.0,31347468000.0,11580710714.285715,81064975000.0,Telegram
10.0.2.16 149.154.175.53 58894 443 6,40,289,143.625,1149,8,161,830000.0,38275198000.0,17048311000.000002,119338177000.0,Telegram
10.0.2.16 149.154.175.53 45634 443 6,40,650,215.625,1725,8,40,146000.0,69043000.0,17602714.285714284,123219000.0,Telegram
149.154.175.53 10.0.2.16 443 45634 6,40,1480,452.875,3623,8,305,132000.0,68478000.0,17483857.14285714,122387000.0,Telegram
149.154.167.151 10.0.2.16 443 34922 6,680,1480,1380.0,11040,8,1480,26000.0,607000.0,185142.857142857,1296000.0,Telegram
10.0.2.16 149.154.167.151 34922 443 6,40,305,73.125,585,8,305,68000.0,9814959000.0,1403681714.2857144,9825772000.0,Telegram
149.154.175.53 10.0.2.16 443 45648 6,40,113,76.5,612,8,40,907000.0,27751351000.0,9497867000.0,66485068999.99999,Telegram
10.0.2.16 149.154.175.53 45648 443 6,40,369,221.625,1773,8,353,474000.0,82821129000.0,21328893571.428574,149302255000.0,Telegram
10.0.2.16 149.154.175.53 49722 443 6,40,1133,291.125,2329,8,1133,346000.0,813275000.0,130361571.42857143,912531000.0,Telegram
149.154.175.53 10.0.2.16 443 49722 6,40,1480,564.125,4513,8,40,136000.0,64112000.0,14182857.142857142,99280000.0,Telegram
149.154.167.151 10.0.2.16 443 47640 6,209,1480,1221.125,9769,8,1480,79000.0,6592000.0,1167428.571428571,8172000.0,Telegram
10.0.2.16 149.154.167.151 47640 443 6,40,40,40.0,320,8,40,143000.0,6567000.0,1168571.428571429,8180000.0,Telegram
